Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Predicted_Score
1,72,No,4,7,47.0,37.699999999999996
2,58,No,5,6,36.0,35.8
3,78,Yes,4,2,53.0,58.8
3,63,No,4,2,45.0,49.8
8,57,Yes,7,6,52.0,65.19999999999999
7,74,Yes,4,2,66.0,76.4
6,91,Yes,9,1,79.0,83.1
4,82,No,6,6,63.0,60.19999999999999
9,76,No,6,2,72.0,87.6
1,58,No,7,4,33.0,33.8
2,92,No,6,6,70.0,56.19999999999999
4,63,Yes,5,1,47.0,56.3
3,95,No,9,7,73.0,61.5
1,73,Yes,9,1,50.0,47.3
5,61,Yes,7,3,48.0,57.1
7,43,Yes,4,3,33.0,56.3
2,96,Yes,6,7,72.0,57.099999999999994
5,49,Yes,5,0,31.0,54.4
6,41,Yes,7,8,32.0,42.599999999999994
7,47,Yes,7,5,34.0,55.7
1,72,No,4,3,41.0,43.699999999999996
7,98,No,8,5,91.0,86.3
4,77,Yes,6,5,61.0,58.69999999999999
8,82,No,5,8,75.0,77.19999999999999
4,98,No,7,3,80.0,74.3
6,67,No,6,7,57.0,59.69999999999999
9,49,No,5,0,46.0,74.4
5,84,Yes,9,5,71.0,67.9
4,40,No,9,4,21.0,38.0
8,73,Yes,5,2,69.0,80.8
9,42,Yes,9,3,37.0,65.7
4,48,No,7,7,32.0,38.3
3,44,No,6,9,26.0,27.9
8,81,Yes,5,1,74.0,87.1
5,49,Yes,7,7,34.0,43.9
2,51,No,6,6,24.0,31.599999999999994
9,57,No,6,0,53.0,79.19999999999999
3,97,Yes,7,1,74.0,71.69999999999999
2,60,No,6,6,37.0,37.0
1,60,Yes,8,2,31.0,38.0
8,40,Yes,5,1,29.0,62.5
3,42,Yes,5,0,21.0,40.2
7,44,Yes,6,6,37.0,52.4
1,64,No,7,2,37.0,40.4
1,97,Yes,4,5,73.0,55.699999999999996
9,88,Yes,9,9,87.0,84.3
8,47,No,6,7,45.0,57.7
3,56,No,4,5,32.0,41.1
6,48,Yes,6,6,35.0,49.8
3,71,No,4,5,52.0,50.1
4,45,No,6,6,27.0,38.0
1,88,Yes,7,4,65.0,51.8
5,79,No,9,8,64.0,60.400000000000006
1,60,No,4,2,30.0,38.0
1,46,No,8,5,22.0,25.099999999999994
7,46,No,7,8,35.0,50.599999999999994
6,86,No,9,0,72.0,81.6
2,78,Yes,6,4,55.0,50.8
2,93,No,4,3,71.0,61.3
7,66,Yes,9,8,60.0,62.599999999999994
1,47,Yes,5,0,19.0,33.2
2,48,No,7,3,25.0,34.3
8,67,No,4,0,55.0,80.19999999999999
6,54,No,7,2,41.0,59.4
2,41,No,4,3,17.0,30.099999999999994
7,46,No,5,0,36.0,62.599999999999994
4,86,No,8,4,71.0,65.6
2,57,No,5,5,35.0,36.699999999999996
6,61,No,6,0,48.0,66.6
9,89,No,7,9,82.0,84.9
9,49,No,8,9,48.0,60.900000000000006
8,93,No,7,3,86.0,91.3
3,89,No,9,3,69.0,63.900000000000006
3,72,Yes,4,0,50.0,58.199999999999996
2,46,No,6,1,22.0,36.099999999999994
5,42,Yes,6,9,25.0,36.7
4,53,Yes,7,4,33.0,45.8
7,83,No,6,1,71.0,83.3
4,85,Yes,7,2,70.0,68.0
9,75,No,4,8,71.0,78.0
2,52,No,4,4,28.0,35.2
6,55,Yes,7,0,44.0,63.0
7,55,No,5,4,46.0,62.0
4,93,Yes,5,2,76.0,72.8
6,44,Yes,4,0,29.0,56.4
7,91,No,8,2,84.0,86.6
4,64,Yes,5,5,47.0,50.9
8,77,Yes,7,9,70.0,72.69999999999999
9,77,No,4,4,73.0,85.19999999999999
1,89,Yes,6,0,63.0,58.4
7,77,No,6,1,68.0,79.69999999999999
9,78,No,5,4,74.0,85.8
5,95,No,8,8,82.0,70.0
2,95,No,9,4,77.0,61.0
6,87,Yes,5,4,77.0,76.19999999999999
7,80,No,8,0,71.0,83.0
2,65,Yes,5,4,39.0,43.0
2,98,Yes,6,7,77.0,58.3
1,52,No,8,8,25.0,24.200000000000003
4,83,No,6,9,63.0,56.3
7,90,No,7,2,80.0,86.0
9,65,Yes,7,3,62.0,79.5
3,94,No,4,6,75.0,62.400000000000006
7,94,Yes,6,6,88.0,82.4
7,40,No,6,0,31.0,59.0
7,47,No,4,5,36.0,55.7
2,43,Yes,7,8,21.0,23.799999999999997
6,60,Yes,7,4,50.0,60.0
2,61,No,8,7,40.0,36.1
6,90,No,8,9,81.0,70.5
3,92,No,9,8,75.0,58.19999999999999
2,97,Yes,7,9,76.0,54.69999999999999
6,76,No,9,9,66.0,62.099999999999994
2,88,No,5,2,59.0,59.8
5,42,Yes,6,0,26.0,50.2
2,58,No,8,1,33.0,43.3
3,40,Yes,5,4,19.0,33.0
3,68,Yes,8,9,49.0,42.3
6,62,No,4,6,50.0,58.19999999999999
6,72,No,6,5,56.0,65.69999999999999
3,94,Yes,9,3,74.0,66.9
3,91,Yes,9,8,72.0,57.599999999999994
1,80,No,8,3,53.0,48.5
7,62,Yes,7,2,60.0,69.19999999999999
8,44,Yes,9,4,35.0,60.400000000000006
2,46,No,4,3,22.0,33.099999999999994
4,96,Yes,4,1,80.0,76.1
7,97,Yes,7,2,88.0,90.19999999999999
8,45,Yes,4,6,39.0,58.0
1,88,Yes,6,1,63.0,56.3
4,61,Yes,8,0,44.0,56.6
6,88,Yes,4,1,72.0,81.3
3,52,No,6,7,33.0,35.7
5,51,No,7,7,39.0,45.099999999999994
9,43,No,8,9,45.0,57.3
3,47,No,7,1,23.0,41.7
5,76,Yes,8,5,63.0,63.099999999999994
8,70,No,4,6,63.0,73.0
6,76,Yes,4,0,63.0,75.6
4,84,No,8,6,64.0,61.400000000000006
8,65,Yes,6,7,62.0,68.5
3,82,No,6,8,64.0,52.19999999999999
3,47,Yes,6,7,28.0,32.7
4,79,No,5,2,60.0,64.4
9,72,No,9,7,70.0,77.69999999999999
5,84,No,9,2,70.0,72.4
8,68,No,9,5,60.0,73.3
6,44,No,6,3,33.0,51.9
3,67,Yes,4,6,46.0,46.199999999999996
8,92,No,5,7,88.0,84.69999999999999
9,79,Yes,6,9,78.0,78.9
8,56,No,4,5,47.0,66.1
4,94,No,5,9,75.0,62.900000000000006
6,62,No,4,3,51.0,62.69999999999999
1,84,Yes,8,7,61.0,44.9
4,48,No,4,6,29.0,39.8
8,41,No,5,9,36.0,51.099999999999994
1,71,Yes,6,7,44.0,37.1
3,90,Yes,9,9,75.0,55.5
1,91,Yes,5,6,63.0,50.6
9,88,Yes,6,2,85.0,94.8
2,70,No,6,2,46.0,49.0
9,46,Yes,7,8,44.0,60.599999999999994
4,69,Yes,8,6,55.0,52.4
2,97,No,7,0,76.0,68.19999999999999
4,42,Yes,9,2,25.0,42.2
6,90,Yes,5,0,74.0,84.0
7,90,Yes,7,5,79.0,81.5
3,95,No,9,1,75.0,70.5
3,48,Yes,6,6,28.0,34.8
8,49,Yes,5,7,44.0,58.900000000000006
5,85,Yes,7,5,72.0,68.5
4,89,No,4,4,72.0,67.4
7,97,No,9,9,94.0,79.69999999999999
7,86,Yes,9,3,79.0,82.1
9,65,No,8,8,64.0,72.0
9,40,Yes,4,7,35.0,58.5
5,69,No,5,4,54.0,60.400000000000006
8,96,No,7,0,90.0,97.6
1,77,Yes,6,7,52.0,40.699999999999996
9,54,Yes,7,7,50.0,66.9
8,64,Yes,5,6,58.0,69.4
6,45,No,5,6,33.0,48.0
3,57,Yes,5,7,38.0,38.699999999999996
3,40,No,5,0,17.0,39.0
8,95,No,9,2,90.0,94.0
5,42,Yes,7,3,32.0,45.7
7,56,No,4,5,46.0,61.099999999999994
5,87,No,6,9,76.0,63.69999999999999
8,47,Yes,6,9,45.0,54.7
4,99,No,8,8,81.0,67.4
2,88,No,9,3,66.0,58.3
3,79,Yes,5,5,59.0,54.9
8,56,Yes,5,8,54.0,61.599999999999994
7,64,Yes,5,8,59.0,61.400000000000006
2,80,No,9,5,55.0,50.5
6,51,No,4,4,36.0,54.599999999999994
9,68,No,5,2,66.0,82.8
4,64,Yes,8,4,47.0,52.4
9,90,No,8,2,89.0,96.0
2,75,No,4,4,50.0,49.0
2,92,No,9,9,69.0,51.69999999999999
9,93,Yes,5,9,94.0,87.3
7,64,Yes,7,0,54.0,73.4
7,68,Yes,7,5,60.0,68.3
1,50,No,6,6,22.0,26.0
6,99,No,4,1,84.0,87.9
7,43,Yes,7,2,34.0,57.8
6,53,Yes,6,9,40.0,48.3
6,85,No,8,8,78.0,69.0
2,77,Yes,6,7,56.0,45.699999999999996
6,56,No,5,3,45.0,59.1
4,41,Yes,5,7,23.0,34.099999999999994
9,47,Yes,8,7,45.0,62.7
1,75,Yes,4,5,50.0,42.5
8,49,No,9,0,37.0,69.4
5,46,Yes,5,1,29.0,51.099999999999994
1,75,No,5,3,44.0,45.5
4,55,Yes,6,3,38.0,48.5
1,53,Yes,6,1,24.0,35.3
6,55,No,6,8,43.0,51.0
2,64,No,7,1,39.0,46.9
5,80,Yes,8,5,70.0,65.5
7,43,No,4,4,37.0,54.8
2,68,Yes,6,3,47.0,46.3
6,95,No,4,5,85.0,79.5
6,45,No,6,3,32.0,52.5
5,40,Yes,5,8,24.0,37.0
5,78,Yes,4,9,60.0,58.3
3,40,No,7,6,20.0,30.0
2,90,No,6,2,66.0,61.0
7,79,Yes,9,9,74.0,68.9
1,96,No,8,3,70.0,58.099999999999994
6,42,No,5,0,25.0,55.2
6,40,No,6,5,25.0,46.5
3,40,No,4,1,20.0,37.5
2,78,Yes,6,3,59.0,52.3
2,60,Yes,5,4,33.0,40.0
9,84,No,8,7,81.0,84.9
5,69,No,8,2,51.0,63.400000000000006
7,71,Yes,8,5,64.0,70.1
5,72,No,9,0,58.0,68.19999999999999
7,87,No,5,8,78.0,75.19999999999999
4,61,No,9,0,43.0,56.6
8,69,No,9,1,64.0,79.9
7,93,No,6,0,85.0,90.8
5,85,Yes,5,7,73.0,65.5
6,43,No,5,3,32.0,51.3
5,62,No,6,1,46.0,60.699999999999996
7,94,No,7,6,85.0,82.4
2,83,Yes,9,7,64.0,49.3
5,64,No,8,8,50.0,51.4
3,51,No,4,4,29.0,39.599999999999994
9,56,Yes,9,2,53.0,75.6
6,92,Yes,4,0,83.0,85.19999999999999
3,54,Yes,6,7,36.0,36.9
7,49,Yes,4,5,37.0,56.900000000000006
4,74,No,7,4,57.0,58.400000000000006
3,94,No,5,6,75.0,62.400000000000006
8,91,No,8,4,84.0,88.6
4,91,Yes,4,3,74.0,70.1
1,68,No,4,4,40.0,39.8
6,51,Yes,6,6,37.0,51.599999999999994
1,40,Yes,6,5,11.0,21.5
5,40,No,5,9,28.0,35.5
7,49,Yes,8,9,40.0,50.900000000000006
6,57,Yes,4,8,47.0,52.19999999999999
2,86,No,5,9,65.0,48.1
4,41,No,8,1,22.0,43.099999999999994
2,88,Yes,5,6,66.0,53.8
1,47,No,4,0,19.0,33.2
3,61,No,6,7,43.0,41.1
3,61,Yes,6,3,41.0,47.1
7,65,Yes,6,7,56.0,63.5
1,65,No,7,7,42.0,33.5
9,48,No,5,3,45.0,69.3
6,60,Yes,4,3,46.0,61.5
4,70,No,5,4,51.0,56.0
3,91,Yes,6,6,74.0,60.599999999999994
3,82,Yes,9,5,67.0,56.69999999999999
2,45,No,9,0,21.0,37.0
2,95,No,5,5,73.0,59.5
5,53,No,8,2,39.0,53.8
9,72,No,9,8,69.0,76.19999999999999
2,46,No,9,2,24.0,34.599999999999994
2,63,Yes,5,8,36.0,35.8
6,48,No,7,4,38.0,52.8
2,50,Yes,7,9,29.0,26.5
4,95,No,6,7,72.0,66.5
6,62,Yes,4,8,48.0,55.19999999999999
5,87,No,8,8,71.0,65.19999999999999
1,90,No,4,6,61.0,50.0
6,41,Yes,4,9,29.0,41.099999999999994
1,54,No,8,0,31.0,37.4
3,74,No,7,7,56.0,48.9
5,75,Yes,9,6,62.0,61.0
5,91,Yes,6,3,78.0,75.1
6,93,Yes,5,5,83.0,78.3
8,67,No,7,9,65.0,66.69999999999999
5,78,Yes,6,1,65.0,70.3
1,83,Yes,9,3,59.0,50.3
5,43,No,7,7,26.0,40.3
3,49,No,8,3,32.0,39.9
4,45,No,4,9,27.0,33.5
8,96,No,8,3,89.0,93.1
7,69,No,9,3,57.0,71.9
5,93,No,5,9,77.0,67.3
2,85,Yes,8,8,65.0,49.0
6,74,Yes,9,1,63.0,72.9
6,88,No,4,6,78.0,73.8
6,82,Yes,7,2,74.0,76.19999999999999
9,49,Yes,6,3,41.0,69.9
8,97,Yes,9,0,90.0,98.19999999999999
8,92,Yes,9,2,88.0,92.19999999999999
1,71,No,5,1,47.0,46.1
5,81,No,7,9,66.0,60.099999999999994
7,81,Yes,9,6,75.0,74.6
6,42,No,9,5,29.0,47.7
5,95,Yes,6,0,80.0,82.0
8,65,Yes,4,7,59.0,68.5
3,54,No,8,8,34.0,35.4
6,56,Yes,7,0,47.0,63.6
5,66,No,6,4,53.0,58.599999999999994
8,57,No,6,6,50.0,65.19999999999999
4,90,No,8,1,72.0,72.5
8,58,No,7,5,54.0,67.3
2,51,No,7,7,28.0,30.099999999999994
9,63,No,4,7,59.0,72.3
9,44,No,7,9,40.0,57.900000000000006
6,63,No,9,9,55.0,54.3
4,66,No,8,7,49.0,49.1
4,87,Yes,7,5,70.0,64.69999999999999
6,69,No,4,5,57.0,63.900000000000006
5,54,Yes,6,2,39.0,54.4
6,86,No,9,1,75.0,80.1
7,98,Yes,7,4,87.0,87.8
7,77,No,8,8,70.0,69.19999999999999
9,83,No,7,3,76.0,90.3
8,73,No,5,4,68.0,77.8
6,66,Yes,4,5,53.0,62.099999999999994
6,59,Yes,6,5,48.0,57.900000000000006
5,80,No,5,3,63.0,68.5
1,71,Yes,8,3,47.0,43.1
9,43,No,7,7,38.0,60.3
9,44,Yes,4,4,43.0,65.4
9,92,Yes,9,4,90.0,94.19999999999999
8,97,Yes,7,8,95.0,86.19999999999999
3,47,No,7,3,24.0,38.7
1,61,Yes,7,6,35.0,32.6
8,81,Yes,9,4,75.0,82.6
7,46,No,7,8,37.0,50.599999999999994
5,61,No,4,7,46.0,51.1
7,85,Yes,9,7,80.0,75.5
4,69,Yes,9,9,55.0,47.9
9,76,No,5,9,71.0,77.1
2,55,No,8,2,32.0,40.0
9,54,No,9,8,51.0,65.4
9,44,No,5,7,43.0,60.900000000000006
5,42,No,4,2,23.0,47.2
1,62,Yes,8,9,37.0,28.699999999999996
7,49,No,9,0,40.0,64.4
4,44,No,6,4,24.0,40.4
9,62,Yes,5,3,60.0,77.69999999999999
6,54,No,4,7,44.0,51.9
3,57,No,4,5,34.0,41.699999999999996
6,64,No,4,9,51.0,54.900000000000006
6,47,Yes,8,4,39.0,52.2
5,70,No,7,8,57.0,55.0
2,60,No,6,5,36.0,38.5
2,41,No,8,2,16.0,31.599999999999994
7,61,No,8,5,52.0,64.1
2,47,Yes,9,3,25.0,33.7
6,62,Yes,5,4,51.0,61.19999999999999
5,71,No,6,5,56.0,60.099999999999994
4,47,No,4,8,27.0,36.2
7,43,No,8,2,33.0,57.8
8,69,No,6,0,60.0,81.4
4,58,No,5,1,39.0,53.3
1,62,No,7,7,41.0,31.699999999999996
1,57,No,6,3,35.0,34.699999999999996
1,92,Yes,4,6,67.0,51.199999999999996
1,68,No,8,1,39.0,44.3
5,62,Yes,7,9,51.0,48.699999999999996
4,72,Yes,5,7,56.0,52.699999999999996
9,91,No,4,9,93.0,86.1
3,86,Yes,7,8,68.0,54.599999999999994
7,57,Yes,9,6,49.0,60.19999999999999
8,93,Yes,9,9,88.0,82.3
6,83,No,5,0,72.0,79.8
1,72,Yes,4,1,44.0,46.699999999999996
8,46,Yes,8,8,41.0,55.599999999999994
3,90,No,5,9,69.0,55.5
8,67,No,7,6,66.0,71.19999999999999
4,40,Yes,4,2,20.0,41.0
8,95,No,9,4,92.0,91.0
1,78,No,9,0,53.0,51.8
3,73,Yes,6,9,50.0,45.3
6,78,Yes,4,2,70.0,73.8
9,58,Yes,7,3,51.0,75.3
2,70,No,7,3,45.0,47.5
1,52,Yes,6,6,25.0,27.200000000000003
3,96,Yes,7,4,75.0,66.6
4,63,No,4,8,45.0,45.8
5,44,No,9,6,29.0,42.4
3,62,No,5,1,43.0,50.699999999999996
2,58,No,9,7,38.0,34.3
2,40,Yes,9,1,16.0,32.5
7,72,Yes,4,6,61.0,69.19999999999999
9,98,Yes,7,4,95.0,97.8
2,89,No,6,9,65.0,49.9
7,95,Yes,6,5,85.0,84.5
7,72,No,8,3,66.0,73.69999999999999
7,71,No,6,4,61.0,71.6
3,98,No,6,4,79.0,67.8
7,67,Yes,7,6,59.0,66.19999999999999
1,76,No,5,3,52.0,46.1
1,80,Yes,5,4,56.0,47.0
5,51,Yes,7,3,37.0,51.099999999999994
2,48,Yes,6,3,29.0,34.3
9,89,No,4,7,84.0,87.9
7,94,Yes,9,4,87.0,85.4
4,50,Yes,9,8,36.0,38.0
4,72,No,5,4,56.0,57.199999999999996
2,58,Yes,7,7,34.0,34.3
5,93,No,4,2,77.0,77.8
4,96,Yes,6,6,80.0,68.6
1,81,No,7,0,59.0,53.6
8,73,No,5,4,68.0,77.8
3,46,No,4,1,26.0,41.099999999999994
6,70,No,4,7,57.0,61.5
4,91,No,5,5,72.0,67.1
9,41,Yes,4,4,36.0,63.599999999999994
7,58,Yes,9,2,51.0,66.8
9,77,Yes,5,0,76.0,91.19999999999999
3,71,Yes,9,9,51.0,44.1
1,49,No,7,9,28.0,20.9
5,80,No,8,9,69.0,59.5
3,47,Yes,6,9,30.0,29.700000000000003
6,65,No,7,7,56.0,58.5
8,69,Yes,9,4,64.0,75.4
4,50,No,6,8,33.0,38.0
5,80,No,6,6,67.0,64.0
5,59,Yes,9,0,45.0,60.4
4,99,Yes,9,0,84.0,79.4
4,59,No,5,6,40.0,46.4
4,48,Yes,8,6,33.0,39.8
4,47,Yes,9,8,31.0,36.2
4,99,Yes,6,1,81.0,77.9
5,54,Yes,6,6,38.0,48.4
2,73,No,7,1,48.0,52.3
2,63,No,8,9,39.0,34.3
9,72,No,8,9,71.0,74.69999999999999
2,80,No,6,1,55.0,56.5
6,80,Yes,8,4,70.0,72.0
2,84,Yes,7,8,65.0,48.4
5,79,Yes,5,8,65.0,60.400000000000006
4,66,No,6,9,49.0,46.1
7,60,No,4,0,49.0,71.0
7,44,No,6,6,35.0,52.4
6,74,No,6,9,62.0,60.900000000000006
5,60,Yes,5,9,48.0,47.5
1,43,Yes,9,2,18.0,27.8
3,88,Yes,9,9,70.0,54.3
9,87,No,4,9,83.0,83.69999999999999
1,55,No,4,0,29.0,38.0
5,96,No,4,1,79.0,81.1
2,70,No,9,5,49.0,44.5
4,65,No,5,9,49.0,45.5
1,91,No,8,1,63.0,58.1
3,74,Yes,4,1,50.0,57.9
7,45,No,8,3,36.0,57.5
3,72,No,7,2,53.0,55.199999999999996
4,60,No,5,7,39.0,45.5
2,55,Yes,8,7,32.0,32.5
3,86,Yes,9,5,69.0,59.099999999999994
9,78,No,9,3,74.0,87.3
3,73,Yes,4,6,55.0,49.8
5,81,Yes,4,8,72.0,61.599999999999994
2,96,Yes,8,1,72.0,66.1
4,99,No,9,5,86.0,71.9
7,54,Yes,8,6,47.0,58.400000000000006
7,45,Yes,7,0,34.0,62.0
3,41,Yes,5,5,24.0,32.099999999999994
5,63,No,9,7,51.0,52.3
1,95,Yes,6,6,73.0,53.0
1,88,No,9,1,68.0,56.3
5,67,Yes,7,1,52.0,63.69999999999999
9,40,No,9,3,38.0,64.5
1,40,No,7,4,11.0,23.0
1,67,No,9,4,41.0,39.199999999999996
4,75,No,7,1,57.0,63.5
4,59,No,4,6,41.0,46.4
2,87,Yes,8,7,62.0,51.699999999999996
9,47,Yes,9,1,48.0,71.7
9,40,Yes,5,3,37.0,64.5
2,65,No,4,2,41.0,46.0
9,90,No,7,3,91.0,94.5
6,82,No,5,4,73.0,73.19999999999999
8,88,Yes,4,5,82.0,85.3
4,64,No,6,1,44.0,56.9
2,49,No,9,9,29.0,25.9
2,51,No,9,5,32.0,33.099999999999994
9,80,No,7,8,78.0,81.0
1,46,Yes,4,7,21.0,22.099999999999994
7,51,No,4,0,43.0,65.6
3,86,No,7,8,69.0,54.599999999999994
3,79,No,6,9,56.0,48.9
2,56,No,9,1,31.0,42.1
6,44,Yes,8,0,36.0,56.4
2,53,No,6,5,30.0,34.3
4,73,Yes,7,0,56.0,63.8
9,87,Yes,8,5,87.0,89.69999999999999
9,56,No,4,1,54.0,77.1
6,74,No,6,6,61.0,65.4
4,94,Yes,6,6,77.0,67.4
7,40,No,9,3,30.0,54.5
1,98,No,9,1,69.0,62.3
4,89,Yes,8,6,74.0,64.4
5,89,Yes,4,0,72.0,78.4
8,75,Yes,6,1,71.0,83.5
2,54,Yes,8,1,30.0,40.9
5,99,Yes,6,0,82.0,84.4
6,58,Yes,9,8,51.0,52.8
5,90,No,4,5,76.0,71.5
9,81,No,4,2,76.0,90.6
1,44,No,5,5,17.0,23.9
3,58,No,8,6,40.0,40.8
2,82,No,9,2,63.0,56.199999999999996
3,78,No,9,3,60.0,57.3
9,44,No,9,9,44.0,57.900000000000006
9,91,No,7,0,87.0,99.6
2,51,No,6,5,27.0,33.099999999999994
3,58,Yes,4,5,30.0,42.3
4,86,Yes,6,8,68.0,59.599999999999994
9,51,No,6,1,44.0,74.1
3,75,No,7,4,53.0,54.0
7,51,Yes,4,4,40.0,59.599999999999994
3,57,Yes,5,6,36.0,40.199999999999996
7,88,Yes,9,4,79.0,81.8
7,90,No,8,9,86.0,75.5
9,87,Yes,6,3,85.0,92.69999999999999
2,82,Yes,7,9,61.0,45.699999999999996
6,73,Yes,7,1,63.0,72.3
9,87,No,8,7,82.0,86.69999999999999
2,72,Yes,8,4,47.0,47.199999999999996
2,88,No,4,3,66.0,58.3
5,57,Yes,6,8,48.0,47.199999999999996
8,96,Yes,6,1,90.0,96.1
9,68,No,8,2,70.0,82.8
2,84,Yes,9,7,64.0,49.9
5,44,Yes,5,3,27.0,46.9
7,64,Yes,6,8,58.0,61.400000000000006
6,63,No,7,9,48.0,54.3
6,68,No,9,9,57.0,57.3
7,98,No,8,9,90.0,80.3
3,77,Yes,6,9,56.0,47.699999999999996
3,72,No,4,8,50.0,46.199999999999996
9,49,Yes,8,9,48.0,60.900000000000006
8,76,Yes,7,8,74.0,73.6
5,99,Yes,4,0,86.0,84.4
6,72,Yes,8,5,59.0,65.69999999999999
1,62,Yes,8,9,43.0,28.699999999999996
1,97,Yes,6,5,75.0,55.699999999999996
4,50,Yes,4,7,32.0,39.5
2,63,Yes,8,6,44.0,38.8
7,63,No,9,6,54.0,63.8
2,46,No,7,1,24.0,36.099999999999994
2,89,Yes,4,3,61.0,58.9
5,60,No,9,0,45.0,61.0
4,59,No,6,6,44.0,46.4
8,92,No,5,3,84.0,90.69999999999999
4,49,Yes,8,8,32.0,37.4
6,64,No,5,5,50.0,60.900000000000006
5,86,Yes,8,5,73.0,69.1
2,75,No,9,8,52.0,43.0
8,87,No,6,7,85.0,81.69999999999999
2,86,No,6,5,61.0,54.1
9,54,Yes,6,5,52.0,69.9
9,83,Yes,6,5,82.0,87.3
3,79,Yes,4,3,57.0,57.9
4,79,Yes,4,4,58.0,61.400000000000006
8,89,Yes,8,2,83.0,90.4
9,45,Yes,4,8,41.0,60.0
3,76,Yes,8,1,58.0,59.1
5,41,Yes,4,6,25.0,40.599999999999994
8,51,Yes,4,0,43.0,70.6
3,97,No,4,9,74.0,59.69999999999999
7,43,No,7,6,34.0,51.8
8,62,Yes,6,1,58.0,75.69999999999999
3,52,No,7,4,34.0,40.2
2,56,No,4,0,30.0,43.6
7,70,Yes,4,4,62.0,71.0
9,55,Yes,7,3,52.0,73.5
1,80,No,9,0,56.0,53.0
3,65,Yes,8,0,45.0,54.0
5,67,No,6,6,51.0,56.19999999999999
3,40,Yes,8,2,18.0,36.0
1,86,No,9,9,64.0,43.1
7,51,Yes,6,8,38.0,53.599999999999994
7,76,No,5,8,69.0,68.6
8,94,No,6,9,89.0,82.9
5,95,No,8,8,81.0,70.0
5,89,No,6,0,76.0,78.4
5,59,Yes,5,3,38.0,55.9
1,41,No,5,0,14.0,29.599999999999998
5,75,Yes,4,0,62.0,70.0
6,54,No,5,8,39.0,50.4
1,77,Yes,7,4,51.0,45.199999999999996
7,61,No,8,0,53.0,71.6
1,83,Yes,7,2,54.0,51.8
2,89,No,9,6,68.0,54.4
2,71,No,7,1,53.0,51.1
5,98,Yes,8,3,86.0,79.3
7,59,No,9,1,51.0,68.9
1,75,No,7,8,48.0,38.0
1,72,No,7,8,50.0,36.199999999999996
1,54,No,9,6,24.0,28.4
6,89,Yes,7,6,79.0,74.4
2,85,No,5,1,63.0,59.5
1,42,Yes,8,9,13.0,16.7
6,68,Yes,8,7,54.0,60.3
2,86,Yes,8,0,61.0,61.6
6,66,Yes,7,7,58.0,59.099999999999994
8,44,No,5,4,35.0,60.400000000000006
2,98,No,8,3,78.0,64.3
9,95,Yes,6,9,95.0,88.5
8,70,No,8,1,61.0,80.5
1,61,No,4,2,32.0,38.6
7,74,Yes,6,9,66.0,65.9
6,93,Yes,8,1,83.0,84.3
6,46,Yes,7,3,35.0,53.099999999999994
6,45,No,8,2,33.0,54.0
6,65,Yes,5,4,55.0,63.0
7,93,Yes,5,6,87.0,81.8
3,40,No,8,8,18.0,27.0
6,58,No,7,4,45.0,58.8
3,46,No,7,7,26.0,32.099999999999994
7,75,No,7,1,66.0,78.5
7,51,No,8,5,44.0,58.099999999999994
8,59,No,8,7,55.0,64.9
2,62,No,4,8,40.0,35.199999999999996
9,64,No,5,3,61.0,78.9
5,69,Yes,6,3,54.0,61.900000000000006
9,98,No,6,6,95.0,94.8
5,68,Yes,5,3,56.0,61.3
7,70,No,9,4,61.0,71.0
9,57,No,4,1,53.0,77.69999999999999
4,80,Yes,5,1,60.0,66.5
2,58,No,4,9,35.0,31.299999999999997
9,93,Yes,9,4,93.0,94.8
2,43,No,4,9,20.0,22.299999999999997
3,40,Yes,7,9,24.0,25.5
2,80,Yes,5,1,54.0,56.5
3,98,No,6,5,78.0,66.3
6,54,Yes,8,5,45.0,54.9
3,93,Yes,9,7,77.0,60.3
8,47,No,9,0,40.0,68.2
6,54,No,8,6,44.0,53.4
7,54,Yes,5,6,45.0,58.400000000000006
1,89,No,8,8,66.0,46.4
3,78,Yes,4,3,57.0,57.3
3,61,Yes,8,6,42.0,42.6
2,57,Yes,4,5,34.0,36.699999999999996
7,55,No,4,3,43.0,63.5
9,41,No,6,9,37.0,56.099999999999994
4,75,Yes,8,7,57.0,54.5
5,59,Yes,6,2,44.0,57.4
3,55,Yes,8,7,35.0,37.5
9,42,No,4,4,36.0,64.2
4,95,Yes,8,3,82.0,72.5
5,69,No,9,2,55.0,63.400000000000006
1,94,Yes,9,9,74.0,47.9
2,41,Yes,6,6,19.0,25.599999999999994
9,74,Yes,7,6,72.0,80.4
2,65,Yes,9,5,42.0,41.5
5,96,No,6,2,81.0,79.6
8,44,No,7,8,38.0,54.400000000000006
3,41,No,5,1,21.0,38.099999999999994
6,90,No,6,2,82.0,81.0
4,95,No,9,0,80.0,77.0
7,59,Yes,9,6,51.0,61.400000000000006
3,73,No,8,1,53.0,57.3
6,73,No,7,9,62.0,60.3
9,93,No,9,7,91.0,90.3
1,95,No,8,8,71.0,50.0
3,94,Yes,7,1,74.0,69.9
2,59,Yes,6,5,40.0,37.9
8,89,Yes,6,0,83.0,93.4
7,64,No,8,7,58.0,62.900000000000006
2,59,Yes,6,4,38.0,39.4
6,64,Yes,8,8,56.0,56.400000000000006
3,92,No,4,2,73.0,67.19999999999999
8,53,No,7,1,46.0,70.3
